index,person_age,person_income,person_home_ownership,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status
429,26,55000,RENT,DEBTCONSOLIDATION,A,18800,6.99,YES
430,22,36500,RENT,VENTURE,A,18725,6.54,YES
431,22,43000,RENT,DEBTCONSOLIDATION,B,18550,11.83,YES
432,24,34300,RENT,MEDICAL,B,18500,10.71,YES
433,21,36000,RENT,EDUCATION,C,18500,10.91,YES
434,22,38000,RENT,MEDICAL,A,18500,7.66,YES
435,25,55784,RENT,DEBTCONSOLIDATION,C,18500,13.61,YES
436,24,73000,RENT,HOMEIMPROVEMENT,A,18500,7.9,YES
437,24,78000,RENT,VENTURE,F,18500,15.33,YES
438,22,48888,RENT,PERSONAL,C,18400,13.16,YES
439,22,50000,RENT,DEBTCONSOLIDATION,B,18400,9.99,YES
440,22,24000,MORTGAGE,VENTURE,C,5000,14.65,YES
441,22,34000,RENT,VENTURE,B,18250,10.25,YES
442,24,35004,RENT,PERSONAL,B,18250,11.49,YES
443,25,34500,RENT,VENTURE,E,18250,17.04,YES
444,23,42504,RENT,MEDICAL,B,18250,10.25,YES
445,22,36996,RENT,PERSONAL,D,18250,14.61,YES
446,24,45600,RENT,VENTURE,C,18250,13.35,YES
447,23,46000,RENT,PERSONAL,B,18250,10.75,YES
448,25,46000,RENT,DEBTCONSOLIDATION,C,18250,14.26,YES
449,25,55044,RENT,VENTURE,E,18250,17.56,YES
450,22,50000,RENT,DEBTCONSOLIDATION,E,18250,16.7,YES
451,23,50000,RENT,VENTURE,B,18225,10.74,YES
452,26,44000,RENT,HOMEIMPROVEMENT,D,18225,14.91,YES
453,24,36000,RENT,VENTURE,B,18200,8.88,YES
454,25,36400,RENT,PERSONAL,B,18200,9.91,YES
455,22,36000,RENT,DEBTCONSOLIDATION,B,18200,11.71,YES
456,24,55000,RENT,EDUCATION,B,18200,10.99,YES
457,23,27000,RENT,VENTURE,C,18000,11.54,YES
458,23,33000,RENT,VENTURE,B,18000,9.91,YES
459,21,30720,RENT,EDUCATION,C,18000,13.48,YES
460,23,39996,RENT,EDUCATION,B,18000,9.25,YES
461,25,40000,RENT,MEDICAL,C,18000,13.11,YES
462,25,42000,RENT,VENTURE,A,18000,6.17,YES
463,24,42765,RENT,DEBTCONSOLIDATION,C,18000,11.03,YES
464,24,43000,RENT,MEDICAL,A,18000,7.9,YES
465,22,44000,RENT,EDUCATION,C,18000,13.57,YES
466,24,44000,RENT,VENTURE,B,18000,12.18,YES
467,25,39000,RENT,MEDICAL,E,18000,17.19,YES
468,22,46800,RENT,MEDICAL,C,18000,15.23,YES
469,24,42000,RENT,HOMEIMPROVEMENT,D,18000,14.46,YES
470,24,43400,RENT,DEBTCONSOLIDATION,E,18000,16.63,YES
471,24,50000,RENT,MEDICAL,B,18000,12.42,YES
472,24,50000,RENT,VENTURE,A,18000,7.9,YES
473,23,24000,MORTGAGE,MEDICAL,D,5000,15.99,YES
474,26,50000,RENT,EDUCATION,C,18000,13.11,YES
475,22,50000,RENT,VENTURE,C,18000,13.79,YES
476,25,52000,RENT,VENTURE,C,18000,12.98,YES
477,22,52000,RENT,VENTURE,C,18000,13.85,YES
478,25,52526,RENT,VENTURE,B,18000,12.21,YES
479,22,46610,RENT,DEBTCONSOLIDATION,B,18000,10.71,YES
480,24,48000,RENT,PERSONAL,A,18000,6.54,YES
481,25,55000,RENT,EDUCATION,C,18000,12.84,YES
482,25,55344,RENT,HOMEIMPROVEMENT,B,18000,10.99,YES
483,23,24000,MORTGAGE,MEDICAL,B,1375,11.11,YES
484,24,56000,RENT,EDUCATION,C,18000,13.48,YES
485,21,50000,RENT,EDUCATION,D,18000,14.74,YES
486,21,52240,RENT,MEDICAL,E,18000,19.69,YES
487,26,53000,RENT,VENTURE,E,18000,17.19,YES
488,26,24000,MORTGAGE,MEDICAL,A,5000,7.66,YES
489,24,59000,RENT,HOMEIMPROVEMENT,D,18000,14.96,YES
490,26,59000,RENT,VENTURE,E,18000,16.0,YES
491,26,60000,RENT,HOMEIMPROVEMENT,D,18000,16.29,YES
492,25,54400,RENT,MEDICAL,E,18000,16.0,YES
493,25,65000,RENT,PERSONAL,D,18000,15.33,YES
494,24,66000,RENT,PERSONAL,D,18000,14.54,YES
495,25,24000,MORTGAGE,PERSONAL,D,3500,15.58,YES
496,23,24000,MORTGAGE,DEBTCONSOLIDATION,D,2800,16.07,YES
497,23,76500,RENT,DEBTCONSOLIDATION,B,18000,10.65,YES
498,23,87550,RENT,MEDICAL,A,18000,7.51,YES
499,23,62050,RENT,MEDICAL,E,17800,16.35,YES
500,22,48000,RENT,DEBTCONSOLIDATION,C,17750,13.49,YES
501,23,45000,RENT,DEBTCONSOLIDATION,A,17625,8.9,YES
502,24,72250,RENT,MEDICAL,E,17600,17.19,YES
503,25,32400,RENT,HOMEIMPROVEMENT,D,17500,15.95,YES
504,23,36000,RENT,VENTURE,C,17500,14.22,YES
505,21,37232,RENT,MEDICAL,B,17500,12.53,YES
506,24,40800,RENT,MEDICAL,B,17500,10.62,YES
507,25,44000,RENT,EDUCATION,B,17500,12.53,YES
508,23,47500,RENT,MEDICAL,C,17500,13.61,YES
509,22,49176,RENT,MEDICAL,C,17500,13.85,YES
510,23,49270,RENT,DEBTCONSOLIDATION,C,17500,13.85,YES
511,23,53352,RENT,VENTURE,A,17500,6.54,YES
512,24,54996,RENT,EDUCATION,E,17500,17.19,YES
513,22,24900,MORTGAGE,MEDICAL,C,5500,13.16,YES
514,23,40000,RENT,EDUCATION,B,17475,9.91,YES
515,21,45408,RENT,DEBTCONSOLIDATION,B,17475,9.91,YES
516,23,35000,RENT,EDUCATION,B,17000,10.37,YES
517,26,29400,RENT,HOMEIMPROVEMENT,C,17000,12.99,YES
518,22,40000,RENT,DEBTCONSOLIDATION,B,17000,10.65,YES
519,22,41400,RENT,MEDICAL,C,17000,12.87,YES
520,22,42000,RENT,DEBTCONSOLIDATION,A,17000,7.66,YES
521,24,43275,RENT,MEDICAL,C,17000,13.47,YES
522,24,45792,RENT,DEBTCONSOLIDATION,B,17000,10.38,YES
523,23,47000,RENT,DEBTCONSOLIDATION,B,17000,9.99,YES
524,25,49896,RENT,EDUCATION,E,17000,16.82,YES
525,24,50000,RENT,PERSONAL,C,17000,13.79,YES
526,23,51000,RENT,PERSONAL,A,17000,8.49,YES
527,25,52000,RENT,MEDICAL,C,17000,12.98,YES
528,23,52000,RENT,DEBTCONSOLIDATION,B,17000,11.58,YES
529,23,54660,RENT,MEDICAL,B,17000,9.88,YES
530,23,53000,RENT,PERSONAL,B,17000,10.25,YES
531,26,66300,RENT,MEDICAL,D,17000,16.77,YES
532,21,49000,RENT,PERSONAL,D,16950,18.25,YES
533,22,34819,RENT,PERSONAL,B,16800,10.99,YES
534,22,50000,RENT,MEDICAL,B,16800,12.53,YES
535,26,54000,RENT,MEDICAL,D,16800,12.67,YES
536,22,25000,MORTGAGE,HOMEIMPROVEMENT,B,3000,9.99,YES
537,22,58650,RENT,MEDICAL,D,16800,16.77,YES
538,24,74000,RENT,HOMEIMPROVEMENT,D,16800,15.65,YES
539,23,36000,RENT,MEDICAL,D,16750,15.28,YES
540,22,44500,RENT,DEBTCONSOLIDATION,B,16750,10.75,YES
541,26,45000,RENT,MEDICAL,C,16750,12.41,YES
542,23,46272,RENT,DEBTCONSOLIDATION,B,16750,11.99,YES
543,26,42000,RENT,HOMEIMPROVEMENT,D,16750,17.58,YES
544,22,50496,RENT,MEDICAL,C,16750,13.11,YES
545,24,54000,RENT,PERSONAL,G,16750,20.11,YES
546,25,59160,RENT,HOMEIMPROVEMENT,E,16600,14.18,YES
547,22,40428,RENT,MEDICAL,B,16500,10.75,YES
548,23,47000,RENT,VENTURE,B,16500,10.62,YES
549,22,48000,RENT,MEDICAL,A,16500,8.9,YES
550,25,56000,RENT,HOMEIMPROVEMENT,D,16500,12.8,YES
551,25,57504,RENT,HOMEIMPROVEMENT,A,16500,9.32,YES
552,26,83300,RENT,MEDICAL,D,16500,16.77,YES
553,24,45000,RENT,PERSONAL,C,16425,13.49,YES
554,26,47000,RENT,PERSONAL,B,16250,12.42,YES
555,25,39000,RENT,HOMEIMPROVEMENT,E,16050,17.14,YES
556,23,30000,RENT,EDUCATION,C,16000,13.23,YES
557,22,33000,RENT,VENTURE,B,16000,10.99,YES
558,26,35000,RENT,EDUCATION,A,16000,6.03,YES
559,26,25000,MORTGAGE,MEDICAL,D,6250,15.31,YES
560,24,35000,RENT,MEDICAL,B,16000,11.71,YES
561,22,36900,RENT,VENTURE,A,16000,7.9,YES
562,25,38000,RENT,MEDICAL,C,16000,12.87,YES
563,25,39000,RENT,VENTURE,D,16000,15.65,YES
564,24,39996,RENT,MEDICAL,B,16000,10.71,YES
565,25,40000,RENT,EDUCATION,B,16000,11.71,YES
566,23,40000,RENT,EDUCATION,C,16000,12.99,YES
567,22,40000,RENT,EDUCATION,B,16000,8.88,YES
568,21,40000,RENT,EDUCATION,B,16000,11.83,YES
569,22,34000,RENT,EDUCATION,D,16000,13.24,YES
570,21,41900,RENT,VENTURE,C,16000,12.84,YES
571,24,42494,RENT,VENTURE,B,16000,11.71,YES
572,24,42856,RENT,DEBTCONSOLIDATION,A,16000,8.9,YES
573,25,43000,RENT,VENTURE,B,16000,11.49,YES
574,23,44000,RENT,EDUCATION,A,16000,8.49,YES
575,24,44000,RENT,MEDICAL,A,16000,7.49,YES
576,26,25000,MORTGAGE,VENTURE,C,12000,12.09,YES
577,22,38400,RENT,VENTURE,C,16000,11.54,YES
578,24,39000,RENT,DEBTCONSOLIDATION,E,16000,19.91,YES
579,22,45000,RENT,DEBTCONSOLIDATION,B,16000,10.59,YES
580,24,39000,RENT,HOMEIMPROVEMENT,C,16000,13.06,YES
581,23,39000,RENT,PERSONAL,B,16000,11.36,YES
582,25,39000,RENT,MEDICAL,D,16000,14.11,YES
583,23,48000,RENT,EDUCATION,B,16000,10.0,YES
584,22,42000,RENT,VENTURE,D,16000,16.0,YES
585,25,50000,RENT,VENTURE,D,16000,17.58,YES
586,24,50000,RENT,HOMEIMPROVEMENT,C,16000,13.99,YES
587,24,50000,RENT,VENTURE,B,16000,10.62,YES
588,22,44000,RENT,EDUCATION,E,16000,16.35,YES
589,24,51000,RENT,MEDICAL,C,16000,13.85,YES
590,23,45000,RENT,MEDICAL,E,16000,16.45,YES
591,21,52000,RENT,PERSONAL,D,16000,15.7,YES
592,22,25200,MORTGAGE,MEDICAL,C,4000,12.73,YES
593,21,25200,MORTGAGE,PERSONAL,C,6500,14.26,YES
594,25,52000,RENT,EDUCATION,C,16000,13.98,YES
595,22,25200,MORTGAGE,MEDICAL,B,1000,11.48,YES
596,22,52500,RENT,MEDICAL,B,16000,12.69,YES
597,24,54000,RENT,HOMEIMPROVEMENT,D,16000,15.65,YES
598,26,54000,RENT,VENTURE,D,16000,14.83,YES
599,24,25344,MORTGAGE,MEDICAL,D,4000,16.49,YES
600,22,57175,RENT,HOMEIMPROVEMENT,F,16000,17.15,YES
601,22,57336,RENT,MEDICAL,D,16000,17.27,YES
602,25,25568,MORTGAGE,EDUCATION,C,12000,13.47,YES
603,24,58575,RENT,MEDICAL,F,16000,19.47,YES
604,24,59000,RENT,MEDICAL,E,16000,16.45,YES
605,22,59000,RENT,MEDICAL,E,16000,16.32,YES
606,23,60996,RENT,HOMEIMPROVEMENT,E,16000,16.0,YES
607,23,62500,RENT,DEBTCONSOLIDATION,D,16000,14.54,YES
608,23,63000,RENT,EDUCATION,D,16000,14.42,YES
609,20,64000,RENT,VENTURE,D,16000,15.31,YES
610,24,69000,RENT,DEBTCONSOLIDATION,B,16000,11.89,YES
611,24,24000,RENT,PERSONAL,E,1000,17.99,YES
612,21,24000,RENT,MEDICAL,B,1000,10.99,YES
613,22,25000,RENT,DEBTCONSOLIDATION,D,1000,15.95,YES
614,26,26000,OWN,DEBTCONSOLIDATION,E,8500,16.45,YES
615,21,26000,MORTGAGE,MEDICAL,D,14500,14.61,YES
616,22,28000,RENT,HOMEIMPROVEMENT,D,1000,16.29,YES
617,22,28000,RENT,HOMEIMPROVEMENT,B,1000,10.25,YES
618,22,26000,MORTGAGE,VENTURE,C,17000,12.84,YES
619,22,26004,MORTGAGE,PERSONAL,A,12000,7.88,YES
620,26,29000,RENT,EDUCATION,C,1000,11.28,YES
621,23,31000,RENT,PERSONAL,D,1000,14.96,YES
622,25,32000,RENT,MEDICAL,E,1000,19.03,YES
623,24,32000,RENT,EDUCATION,C,1000,13.06,YES
624,25,33600,RENT,EDUCATION,D,1000,15.57,YES
625,21,34500,RENT,DEBTCONSOLIDATION,E,1000,16.45,YES
626,21,42000,RENT,PERSONAL,D,1000,15.58,YES
627,25,26453,MORTGAGE,MEDICAL,B,7200,11.71,YES
628,21,26500,MORTGAGE,MEDICAL,D,6000,14.46,YES
629,23,15600,RENT,VENTURE,D,1200,14.91,YES
630,23,20400,RENT,EDUCATION,D,1200,18.25,YES
631,23,27000,MORTGAGE,HOMEIMPROVEMENT,D,1000,15.99,YES
632,23,26400,RENT,DEBTCONSOLIDATION,C,1200,14.35,YES
633,21,34000,RENT,HOMEIMPROVEMENT,B,1200,12.69,YES
634,22,34560,RENT,MEDICAL,E,1200,19.29,YES
635,22,29004,RENT,HOMEIMPROVEMENT,D,1200,15.7,YES
636,22,34000,RENT,HOMEIMPROVEMENT,D,1200,14.61,YES
637,23,39000,RENT,DEBTCONSOLIDATION,D,1200,15.95,YES
638,24,9600,RENT,EDUCATION,C,1300,12.73,YES
639,22,54000,RENT,DEBTCONSOLIDATION,C,1300,14.27,YES
640,25,27048,OTHER,MEDICAL,D,8000,15.05,YES
641,24,64000,RENT,HOMEIMPROVEMENT,C,1300,13.49,YES
642,25,24000,RENT,EDUCATION,C,1325,13.49,YES
643,24,26000,RENT,MEDICAL,C,1325,12.87,YES
644,24,44400,RENT,PERSONAL,B,1325,10.0,YES
645,23,14650,RENT,DEBTCONSOLIDATION,D,1400,15.62,YES
646,24,30000,RENT,MEDICAL,D,1400,15.62,YES
647,21,27568,OTHER,MEDICAL,D,3500,14.42,YES
648,26,35652,RENT,DEBTCONSOLIDATION,B,1400,11.49,YES
649,23,42000,RENT,EDUCATION,B,1400,10.0,YES
650,25,27600,MORTGAGE,HOMEIMPROVEMENT,A,11500,6.03,YES
651,24,27600,MORTGAGE,MEDICAL,D,6000,15.62,YES
652,23,30000,RENT,PERSONAL,D,1450,15.58,YES
653,24,27000,RENT,MEDICAL,D,1500,16.29,YES
654,25,30000,RENT,EDUCATION,E,1500,16.82,YES
655,26,30000,RENT,HOMEIMPROVEMENT,D,1500,14.61,YES
656,24,32304,RENT,MEDICAL,B,1500,9.91,YES
657,22,27996,MORTGAGE,MEDICAL,D,3250,15.21,YES
658,23,29004,RENT,DEBTCONSOLIDATION,D,1500,14.59,YES
659,24,30996,RENT,HOMEIMPROVEMENT,D,1500,15.99,YES
660,23,28000,MORTGAGE,DEBTCONSOLIDATION,D,9500,15.62,YES
661,25,33996,RENT,MEDICAL,E,1500,16.82,YES
662,24,34000,RENT,DEBTCONSOLIDATION,A,1500,8.94,YES
663,22,34980,RENT,DEBTCONSOLIDATION,C,1500,12.23,YES
664,22,36000,RENT,EDUCATION,C,1500,13.16,YES
665,24,39000,RENT,EDUCATION,A,1500,8.49,YES
666,23,28000,MORTGAGE,HOMEIMPROVEMENT,D,5225,14.84,YES
667,26,42000,RENT,VENTURE,D,1500,14.61,YES
668,22,42500,RENT,MEDICAL,E,1500,17.19,YES
669,24,28000,OTHER,EDUCATION,B,9000,10.83,YES
670,21,51000,RENT,HOMEIMPROVEMENT,D,1500,15.58,YES
671,24,69764,RENT,PERSONAL,D,1500,14.42,YES
672,21,12000,RENT,EDUCATION,B,1600,10.59,YES
673,24,14400,RENT,PERSONAL,D,1600,18.25,YES
674,23,28800,RENT,PERSONAL,D,1675,15.21,YES
675,21,9600,RENT,EDUCATION,A,1750,8.94,YES
676,26,9840,RENT,VENTURE,B,1750,9.99,YES
677,23,10000,RENT,DEBTCONSOLIDATION,D,1750,15.05,YES
678,23,22800,RENT,PERSONAL,D,1750,15.7,YES
679,24,28800,MORTGAGE,HOMEIMPROVEMENT,A,1400,8.9,YES
680,22,18000,RENT,MEDICAL,B,1800,12.18,YES
681,23,25000,RENT,MEDICAL,B,1800,12.69,YES
682,21,14400,RENT,VENTURE,D,1825,15.62,YES
683,22,26500,RENT,DEBTCONSOLIDATION,A,1900,7.29,YES
684,24,10000,RENT,DEBTCONSOLIDATION,B,2000,10.25,YES
685,23,12000,RENT,EDUCATION,A,2000,7.74,YES
686,25,12000,RENT,HOMEIMPROVEMENT,B,2000,11.89,YES
687,26,14400,RENT,PERSONAL,D,2000,17.49,YES
688,26,14400,RENT,DEBTCONSOLIDATION,D,2000,15.58,YES
689,24,15915,RENT,PERSONAL,D,2000,15.05,YES
690,25,18000,RENT,DEBTCONSOLIDATION,A,2000,7.51,YES
691,26,18000,RENT,EDUCATION,D,2000,13.3,YES
692,26,20004,RENT,EDUCATION,A,2000,8.59,YES
693,21,21600,RENT,DEBTCONSOLIDATION,B,2000,11.71,YES
694,22,21600,RENT,DEBTCONSOLIDATION,D,2000,16.89,YES
695,22,23587,RENT,HOMEIMPROVEMENT,B,2000,11.89,YES
696,21,24000,RENT,PERSONAL,E,2000,18.39,YES
697,22,29124,MORTGAGE,MEDICAL,E,8875,15.68,YES
698,24,29232,MORTGAGE,PERSONAL,B,11000,11.71,YES
699,24,24000,RENT,HOMEIMPROVEMENT,D,2000,14.61,YES
700,24,24000,RENT,VENTURE,E,2000,16.0,YES
701,24,25200,RENT,DEBTCONSOLIDATION,D,2000,14.96,YES
702,21,29664,MORTGAGE,DEBTCONSOLIDATION,C,5000,13.57,YES
703,23,27600,RENT,DEBTCONSOLIDATION,C,2000,13.99,YES
704,26,30000,RENT,EDUCATION,B,2000,11.71,YES
705,23,29952,MORTGAGE,DEBTCONSOLIDATION,D,4750,14.46,YES
706,24,30000,RENT,MEDICAL,G,2000,21.27,YES
707,23,82000,RENT,HOMEIMPROVEMENT,D,15000,18.25,YES
708,22,70550,RENT,MEDICAL,D,15000,16.77,YES
709,23,83600,RENT,DEBTCONSOLIDATION,A,15000,8.49,YES
710,26,84000,RENT,DEBTCONSOLIDATION,D,15000,16.0,YES
711,21,30000,MORTGAGE,MEDICAL,A,7125,7.51,YES
712,24,88000,RENT,HOMEIMPROVEMENT,B,15000,9.99,YES
713,24,98000,RENT,DEBTCONSOLIDATION,E,15000,14.93,YES
714,26,118000,RENT,EDUCATION,D,15000,17.58,YES
715,24,123000,RENT,PERSONAL,D,15000,15.37,YES
716,22,30000,MORTGAGE,HOMEIMPROVEMENT,C,10000,13.49,YES
717,23,30000,MORTGAGE,MEDICAL,E,3800,18.64,YES
718,24,148000,RENT,DEBTCONSOLIDATION,E,15000,16.82,YES
719,22,33996,RENT,EDUCATION,D,14900,15.37,YES
720,25,31500,RENT,DEBTCONSOLIDATION,A,14850,8.9,YES
721,25,28800,RENT,MEDICAL,A,14800,7.49,YES
722,23,30000,MORTGAGE,DEBTCONSOLIDATION,A,1000,6.62,YES
723,24,30972,RENT,VENTURE,D,2000,16.29,YES
724,24,30000,MORTGAGE,DEBTCONSOLIDATION,B,17000,11.99,YES
725,24,32000,RENT,EDUCATION,B,2000,10.59,YES
726,22,32000,RENT,EDUCATION,B,2000,12.53,YES
727,24,32640,RENT,EDUCATION,B,2000,10.0,YES
728,21,33000,RENT,HOMEIMPROVEMENT,C,2000,12.61,YES
729,22,54000,RENT,MEDICAL,F,2000,18.3,YES
730,24,57996,RENT,MEDICAL,D,2000,15.37,YES
731,26,30000,MORTGAGE,HOMEIMPROVEMENT,B,2000,11.99,YES
732,23,10000,RENT,VENTURE,B,2100,12.21,YES
733,23,12000,RENT,MEDICAL,A,2100,8.94,YES
734,22,14400,RENT,HOMEIMPROVEMENT,D,2100,14.83,YES
735,22,34560,RENT,MEDICAL,E,2100,17.04,YES
736,24,54000,RENT,HOMEIMPROVEMENT,E,2100,17.14,YES
737,24,79050,RENT,MEDICAL,B,2100,9.91,YES
738,26,57600,RENT,DEBTCONSOLIDATION,D,2150,15.62,YES
739,22,28800,RENT,VENTURE,A,14000,7.9,YES
740,21,30000,RENT,MEDICAL,B,14000,10.65,YES
741,24,30000,RENT,DEBTCONSOLIDATION,A,14000,7.9,YES
742,22,30000,RENT,VENTURE,A,14000,6.99,YES
743,23,30000,RENT,MEDICAL,B,14000,11.26,YES
744,22,32000,RENT,DEBTCONSOLIDATION,C,14000,13.49,YES
745,22,32000,RENT,EDUCATION,C,14000,12.23,YES
746,26,32400,RENT,EDUCATION,A,14000,7.51,YES
747,24,32500,RENT,MEDICAL,C,14000,14.17,YES
748,22,34000,RENT,DEBTCONSOLIDATION,B,14000,10.62,YES
749,22,37000,RENT,PERSONAL,A,14000,6.92,YES
750,26,37000,RENT,PERSONAL,B,14000,9.88,YES
751,23,37148,RENT,EDUCATION,D,14000,14.42,YES
752,21,37947,RENT,PERSONAL,A,14000,7.9,YES
753,22,39000,RENT,MEDICAL,B,14000,10.37,YES
754,26,39900,RENT,DEBTCONSOLIDATION,B,14000,10.37,YES
755,24,40000,RENT,MEDICAL,A,14000,6.03,YES
756,22,40000,RENT,EDUCATION,C,14000,13.11,YES
757,24,34000,RENT,VENTURE,D,14000,14.61,YES
758,24,34400,RENT,DEBTCONSOLIDATION,D,14000,16.0,YES
759,22,41340,RENT,VENTURE,D,14000,17.49,YES
760,21,16200,RENT,MEDICAL,D,2200,16.49,YES
761,23,26004,RENT,DEBTCONSOLIDATION,B,2200,9.91,YES
762,22,27996,RENT,HOMEIMPROVEMENT,D,2200,15.95,YES
763,23,14000,RENT,EDUCATION,D,2300,15.33,YES
764,24,12000,RENT,MEDICAL,A,2400,6.92,YES
765,23,13000,RENT,PERSONAL,E,2400,16.82,YES
766,24,13288,RENT,VENTURE,D,2400,17.27,YES
767,24,30000,MORTGAGE,HOMEIMPROVEMENT,C,5000,13.48,YES
768,24,16800,RENT,MEDICAL,C,2400,13.98,YES
769,26,18000,RENT,VENTURE,C,2400,13.06,YES
770,24,20000,RENT,DEBTCONSOLIDATION,D,2400,15.62,YES
771,22,21600,RENT,HOMEIMPROVEMENT,D,2400,16.29,YES
772,23,21600,RENT,DEBTCONSOLIDATION,C,2400,15.23,YES
773,26,25000,RENT,PERSONAL,D,2400,15.28,YES
774,21,26000,RENT,PERSONAL,B,2400,11.58,YES
775,22,26400,RENT,HOMEIMPROVEMENT,C,2400,13.92,YES
776,24,28800,RENT,HOMEIMPROVEMENT,C,2400,14.26,YES
777,21,30000,RENT,HOMEIMPROVEMENT,D,2400,17.19,YES
778,21,30000,RENT,VENTURE,D,2400,16.49,YES
779,23,30720,RENT,PERSONAL,C,2400,13.98,YES
780,21,34000,RENT,HOMEIMPROVEMENT,B,2400,10.83,YES
781,22,30000,MORTGAGE,EDUCATION,B,5000,11.89,YES
782,21,30000,MORTGAGE,PERSONAL,A,4750,9.63,YES
783,22,37080,RENT,PERSONAL,B,2400,10.65,YES
784,24,54000,RENT,MEDICAL,C,2400,13.49,YES
785,26,54000,RENT,HOMEIMPROVEMENT,D,2400,14.09,YES
786,25,87999,RENT,PERSONAL,C,2400,14.79,YES
787,21,10800,RENT,PERSONAL,B,2500,8.88,YES
788,24,12600,RENT,VENTURE,C,2500,13.11,YES
789,24,31000,RENT,VENTURE,C,13500,13.43,YES
790,21,38000,RENT,EDUCATION,B,13500,9.91,YES
791,22,43000,RENT,PERSONAL,B,13500,10.95,YES
792,22,30288,OWN,EDUCATION,F,5000,19.47,YES
793,23,35000,RENT,DEBTCONSOLIDATION,B,13475,10.65,YES
794,23,30652,MORTGAGE,DEBTCONSOLIDATION,D,6000,14.54,YES
795,23,29000,RENT,VENTURE,C,13475,14.26,YES
796,23,29000,RENT,MEDICAL,D,13450,12.61,YES
797,26,38000,RENT,EDUCATION,B,13400,9.99,YES
798,22,50000,RENT,DEBTCONSOLIDATION,D,13350,14.59,YES
799,24,33000,RENT,DEBTCONSOLIDATION,A,13300,7.66,YES
800,24,39875,RENT,PERSONAL,D,13300,16.0,YES
801,25,24000,RENT,VENTURE,B,13250,10.37,YES
802,22,30000,RENT,DEBTCONSOLIDATION,E,13250,16.4,YES
803,26,37500,RENT,DEBTCONSOLIDATION,C,13250,13.49,YES
804,23,38400,RENT,VENTURE,B,13250,10.99,YES
805,26,40000,RENT,PERSONAL,B,13250,11.71,YES
806,26,35000,RENT,VENTURE,C,13225,13.49,YES
807,22,40000,RENT,PERSONAL,D,13225,16.77,YES
808,22,31500,RENT,EDUCATION,B,13200,11.71,YES
809,26,31000,MORTGAGE,HOMEIMPROVEMENT,A,15000,7.9,YES
810,26,54000,RENT,PERSONAL,D,13200,14.91,YES
811,21,24000,RENT,VENTURE,D,13000,15.7,YES
812,21,24000,RENT,DEBTCONSOLIDATION,C,13000,12.87,YES
813,24,31000,MORTGAGE,PERSONAL,D,9000,14.84,YES
814,26,28000,RENT,MEDICAL,D,13000,16.29,YES
815,25,28000,RENT,PERSONAL,A,13000,7.9,YES
816,26,28800,RENT,HOMEIMPROVEMENT,D,13000,14.46,YES
817,25,31000,MORTGAGE,PERSONAL,B,12250,11.36,YES
818,22,30000,RENT,VENTURE,C,13000,13.11,YES
819,21,31200,RENT,EDUCATION,C,13000,13.11,YES
820,26,33800,RENT,EDUCATION,C,13000,13.57,YES
821,26,34000,RENT,MEDICAL,B,13000,9.63,YES
822,25,35000,RENT,MEDICAL,C,13000,13.22,YES
823,24,36000,RENT,EDUCATION,D,13000,17.27,YES
824,24,36000,RENT,DEBTCONSOLIDATION,A,13000,7.29,YES
825,23,30000,RENT,DEBTCONSOLIDATION,C,13000,13.57,YES
826,22,36000,RENT,DEBTCONSOLIDATION,B,13000,11.14,YES
827,24,37000,RENT,EDUCATION,B,13000,10.25,YES
828,23,38400,RENT,EDUCATION,B,13000,11.71,YES
829,25,38400,RENT,DEBTCONSOLIDATION,B,13000,10.74,YES
830,22,39000,RENT,DEBTCONSOLIDATION,B,13000,11.83,YES
831,25,40000,RENT,PERSONAL,B,13000,10.99,YES
832,24,40000,RENT,DEBTCONSOLIDATION,C,13000,14.26,YES
833,25,31200,MORTGAGE,HOMEIMPROVEMENT,D,2400,17.58,YES
834,21,40800,RENT,MEDICAL,C,13000,13.57,YES
835,26,36000,RENT,DEBTCONSOLIDATION,A,13000,5.99,YES
836,21,42000,RENT,EDUCATION,D,13000,15.31,YES
837,22,37200,RENT,VENTURE,E,13000,16.0,YES
838,23,44000,RENT,DEBTCONSOLIDATION,D,13000,16.29,YES
839,22,31200,MORTGAGE,DEBTCONSOLIDATION,A,1050,7.51,YES
840,21,22200,RENT,PERSONAL,D,2500,16.29,YES
841,26,22406,RENT,PERSONAL,A,2500,6.76,YES
842,22,24996,RENT,MEDICAL,B,2500,10.99,YES
843,21,28200,RENT,DEBTCONSOLIDATION,D,2500,16.77,YES
844,25,29000,RENT,VENTURE,C,2500,12.84,YES
845,24,31000,RENT,EDUCATION,D,2500,14.54,YES
846,23,33500,RENT,EDUCATION,E,2500,15.68,YES
847,22,30000,RENT,EDUCATION,A,2500,8.49,YES
848,21,30000,RENT,DEBTCONSOLIDATION,A,2500,7.14,YES
849,22,30000,RENT,EDUCATION,C,2500,13.16,YES
850,25,32000,RENT,MEDICAL,E,2500,16.45,YES
851,22,34000,RENT,HOMEIMPROVEMENT,C,2500,13.57,YES
852,22,35500,RENT,MEDICAL,D,2500,15.62,YES
853,24,36000,RENT,HOMEIMPROVEMENT,D,2500,16.77,YES
854,25,36228,RENT,MEDICAL,A,2500,7.66,YES
855,21,32000,MORTGAGE,PERSONAL,B,2500,11.71,YES
